"Die x (mm)","Die y (mm)","Site 1 Layer 1 Thickness (nm)","Site 1 Layer 2 Thickness (nm)","Site 1 Original Point Order"
9.694,-1.531,221.4861,1999.121,3451
9.184,-1.531,221.7452,1999.178,3452
8.673,-1.531,222.0703,1999.219,3453
8.163,-1.531,222.3515,1999.28,3454
7.653,-1.531,222.6755,1999.324,3455
7.143,-1.531,222.6665,1999.321,3456
6.633,-1.531,222.8134,1999.361,3457
6.122,-1.531,223.0942,1999.416,3458
5.612,-1.531,223.0745,1999.369,3459
5.102,-1.531,223.2661,1999.428,3460
4.592,-1.531,223.2796,1999.421,3461
4.082,-1.531,223.3349,1999.433,3462
3.571,-1.531,223.5132,1999.479,3463
3.061,-1.531,223.6871,1999.496,3464
2.551,-1.531,223.7512,1999.486,3465
2.041,-1.531,223.7423,1999.489,3466
1.531,-1.531,223.7554,1999.511,3467
1.02,-1.531,223.8597,1999.527,3468
0.51,-1.531,223.882,1999.503,3469
0,-1.531,223.9415,1999.539,3470
-0.51,-1.531,223.9193,1999.527,3471
-1.02,-1.531,224.082,1999.58,3472
-1.531,-1.531,224.115,1999.577,3473
-2.041,-1.531,224.136,1999.539,3474
-2.551,-1.531,224.0155,1999.547,3475
-3.061,-1.531,223.9228,1999.53,3476
-3.571,-1.531,223.8659,1999.523,3477
-4.082,-1.531,223.689,1999.499,3478
-4.592,-1.531,223.6664,1999.528,3479
-5.102,-1.531,223.5963,1999.49,3480
-5.612,-1.531,223.4313,1999.47,3481
-6.122,-1.531,223.1859,1999.419,3482
-6.633,-1.531,223.1553,1999.413,3483
-7.143,-1.531,223.1445,1999.458,3484
-7.653,-1.531,223.2053,1999.457,3485
-8.163,-1.531,223.2418,1999.431,3486
-8.673,-1.531,223.3022,1999.47,3487
-9.184,-1.531,223.5129,1999.507,3488
-9.694,-1.531,223.7198,1999.528,3489
-10.204,-1.531,223.8145,1999.553,3490
-10.714,-1.531,223.8535,1999.57,3491
-11.224,-1.531,224.1041,1999.594,3492
-11.735,-1.531,224.339,1999.663,3493
-12.245,-1.531,224.4395,1999.582,3494
-12.755,-1.531,224.4613,1999.612,3495
-13.265,-1.531,224.5241,1999.623,3496
-13.776,-1.531,224.6715,1999.653,3497
-14.286,-1.531,224.7784,1999.663,3498
-14.796,-1.531,224.7559,1999.646,3499
-15.306,-1.531,224.7498,1999.652,3500
-15.816,-1.531,224.82,1999.68,3501
-16.327,-1.531,224.9723,1999.688,3502
-16.837,-1.531,225.0375,1999.681,3503
-17.347,-1.531,225.0628,1999.708,3504
-17.857,-1.531,224.9136,1999.671,3505
-18.367,-1.531,224.8922,1999.666,3506
-18.878,-1.531,224.755,1999.678,3507
-19.388,-1.531,224.9394,1999.716,3508
-19.898,-1.531,225.0072,1999.699,3509
-20.408,-1.531,224.8989,1999.684,3510
-20.918,-1.531,224.9382,1999.666,3511
-21.429,-1.531,224.948,1999.698,3512
-21.939,-1.531,224.9354,1999.692,3513
-22.449,-1.531,224.9075,1999.694,3514
-22.959,-1.531,224.885,1999.684,3515
-23.469,-1.531,224.841,1999.664,3516
-23.98,-1.531,224.6579,1999.628,3517
-24.49,-1.531,224.6058,1999.637,3518
-24.49,-1.02,224.5666,1999.582,3519
-23.98,-1.02,224.5683,1999.602,3520
-23.469,-1.02,224.6644,1999.627,3521
-22.959,-1.02,224.8075,1999.671,3522
-22.449,-1.02,224.7984,1999.649,3523
-21.939,-1.02,224.8488,1999.673,3524
-21.429,-1.02,224.8802,1999.682,3525
-20.918,-1.02,224.9198,1999.699,3526
-20.408,-1.02,224.915,1999.68,3527
-19.898,-1.02,224.9686,1999.658,3528
-19.388,-1.02,224.917,1999.696,3529
-18.878,-1.02,224.8453,1999.637,3530
-18.367,-1.02,225.0166,1999.685,3531
-17.857,-1.02,225.1464,1999.711,3532
-17.347,-1.02,225.2114,1999.725,3533
-16.837,-1.02,225.2349,1999.707,3534
-16.327,-1.02,225.2141,1999.726,3535
-15.816,-1.02,225.1286,1999.722,3536
-15.306,-1.02,225.0044,1999.679,3537
-14.796,-1.02,224.9851,1999.695,3538
-14.286,-1.02,224.9774,1999.675,3539
-13.776,-1.02,224.9495,1999.692,3540
-13.265,-1.02,224.7604,1999.666,3541
-12.755,-1.02,224.6882,1999.648,3542
-12.245,-1.02,224.6281,1999.656,3543
-11.735,-1.02,224.5017,1999.613,3544
-11.224,-1.02,224.3623,1999.653,3545
-10.714,-1.02,224.0319,1999.62,3546
-10.204,-1.02,223.8824,1999.523,3547
-9.694,-1.02,223.8232,1999.549,3548
-9.184,-1.02,223.562,1999.516,3549
-8.673,-1.02,223.4134,1999.482,3550
-8.163,-1.02,223.2751,1999.455,3551
-7.653,-1.02,223.2949,1999.446,3552
-7.143,-1.02,223.2719,1999.426,3553
-6.633,-1.02,223.2376,1999.452,3554
-6.122,-1.02,223.2042,1999.434,3555
-5.612,-1.02,223.2821,1999.419,3556
-5.102,-1.02,223.4518,1999.464,3557
-4.592,-1.02,223.6161,1999.474,3558
-4.082,-1.02,223.7662,1999.511,3559
-3.571,-1.02,223.8789,1999.534,3560
-3.061,-1.02,223.9523,1999.538,3561
-2.551,-1.02,223.9737,1999.525,3562
-2.041,-1.02,224.0983,1999.543,3563
-1.531,-1.02,224.2044,1999.568,3564
-1.02,-1.02,224.1835,1999.58,3565
-0.51,-1.02,223.9796,1999.5,3566
0,-1.02,224.0205,1999.525,3567
0.51,-1.02,224.0978,1999.552,3568
1.02,-1.02,223.9229,1999.517,3569
1.531,-1.02,223.7874,1999.508,3570
2.041,-1.02,223.7075,1999.484,3571
2.551,-1.02,223.7465,1999.469,3572
3.061,-1.02,223.6836,1999.474,3573
3.571,-1.02,223.5567,1999.455,3574
4.082,-1.02,223.447,1999.461,3575
4.592,-1.02,223.2403,1999.418,3576
5.102,-1.02,223.2896,1999.401,3577
5.612,-1.02,223.2287,1999.396,3578
6.122,-1.02,223.032,1999.359,3579
6.633,-1.02,222.8901,1999.338,3580
7.143,-1.02,222.8441,1999.337,3581
7.653,-1.02,222.7036,1999.298,3582
8.163,-1.02,222.4759,1999.284,3583
8.673,-1.02,222.2707,1999.231,3584
9.184,-1.02,221.9278,1999.17,3585
9.694,-1.02,221.69,1999.156,3586
10.204,-1.02,221.5186,1999.134,3587
10.714,-1.02,221.4473,1999.094,3588
11.224,-1.02,221.305,1999.102,3589
11.735,-1.02,221.131,1999.106,3590
12.245,-1.02,220.8667,1999.076,3591
12.755,-1.02,220.971,1999.054,3592
13.265,-1.02,221.1642,1999.072,3593
13.776,-1.02,221.2016,1999.083,3594
14.286,-1.02,221.2141,1999.094,3595
14.796,-1.02,221.6208,1999.091,3596
15.306,-1.02,221.9402,1999.144,3597
15.816,-1.02,222.0524,1999.143,3598
16.327,-1.02,222.4046,1999.217,3599
16.837,-1.02,222.7255,1999.264,3600
17.347,-1.02,223.0107,1999.329,3601
17.857,-1.02,223.1253,1999.306,3602
18.367,-1.02,223.474,1999.376,3603
18.878,-1.02,223.6306,1999.404,3604
19.388,-1.02,223.6861,1999.433,3605
19.898,-1.02,223.7575,1999.429,3606
20.408,-1.02,223.7596,1999.432,3607
20.918,-1.02,223.6168,1999.402,3608
21.429,-1.02,223.5231,1999.399,3609
21.939,-1.02,223.4168,1999.349,3610
22.449,-1.02,223.4131,1999.331,3611
22.959,-1.02,223.4502,1999.379,3612
23.469,-1.02,223.398,1999.336,3613
23.98,-1.02,223.4918,1999.372,3614
24.49,-1.02,223.603,1999.403,3615
24.49,-0.51,223.5069,1999.338,3616
23.98,-0.51,223.4484,1999.342,3617
23.469,-0.51,223.3671,1999.338,3618
22.959,-0.51,223.3428,1999.344,3619
22.449,-0.51,223.3837,1999.337,3620
21.939,-0.51,223.3791,1999.376,3621
21.429,-0.51,223.3968,1999.343,3622
20.918,-0.51,223.5693,1999.392,3623
20.408,-0.51,223.6436,1999.411,3624
19.898,-0.51,223.5413,1999.378,3625
19.388,-0.51,223.5244,1999.39,3626
18.878,-0.51,223.4696,1999.379,3627
18.367,-0.51,223.2565,1999.339,3628
17.857,-0.51,223.1416,1999.324,3629
17.347,-0.51,222.8726,1999.266,3630
16.837,-0.51,222.585,1999.247,3631
16.327,-0.51,222.3972,1999.231,3632
15.816,-0.51,222.1836,1999.13,3633
15.306,-0.51,221.9663,1999.132,3634
14.796,-0.51,221.6045,1999.04,3635
14.286,-0.51,221.3439,1999.061,3636
13.776,-0.51,221.2588,1999.042,3637
13.265,-0.51,221.1809,1999.042,3638
12.755,-0.51,221.0565,1999.043,3639
12.245,-0.51,221.0109,1999.071,3640
11.735,-0.51,221.2142,1999.063,3641
11.224,-0.51,221.4267,1999.1,3642
10.714,-0.51,221.5772,1999.123,3643
10.204,-0.51,221.7175,1999.131,3644
9.694,-0.51,221.9095,1999.161,3645
9.184,-0.51,222.1627,1999.167,3646
8.673,-0.51,222.4629,1999.284,3647
8.163,-0.51,222.562,1999.255,3648
7.653,-0.51,222.7349,1999.314,3649
7.143,-0.51,222.8091,1999.334,3650
6.633,-0.51,222.9528,1999.344,3651
6.122,-0.51,223.0323,1999.339,3652
5.612,-0.51,223.3671,1999.421,3653
5.102,-0.51,223.3358,1999.397,3654
4.592,-0.51,223.3269,1999.41,3655
4.082,-0.51,223.4796,1999.427,3656
3.571,-0.51,223.5183,1999.429,3657
3.061,-0.51,223.7296,1999.5,3658
2.551,-0.51,223.7655,1999.472,3659
2.041,-0.51,223.8478,1999.471,3660
1.531,-0.51,223.9157,1999.503,3661
1.02,-0.51,224.0295,1999.526,3662
0.51,-0.51,224.1418,1999.559,3663
0,-0.51,224.0426,1999.514,3664
-0.51,-0.51,224.0966,1999.548,3665
-1.02,-0.51,224.1758,1999.57,3666
-1.531,-0.51,224.1849,1999.552,3667
-2.041,-0.51,224.1336,1999.53,3668
-2.551,-0.51,224.0655,1999.531,3669
-3.061,-0.51,224.0544,1999.523,3670
-3.571,-0.51,223.9309,1999.484,3671
-4.082,-0.51,223.8124,1999.5,3672
-4.592,-0.51,223.58,1999.443,3673
-5.102,-0.51,223.4729,1999.439,3674
-5.612,-0.51,223.3266,1999.402,3675
-6.122,-0.51,223.2401,1999.417,3676
-6.633,-0.51,223.3373,1999.441,3677
-7.143,-0.51,223.4066,1999.446,3678
-7.653,-0.51,223.3249,1999.425,3679
-8.163,-0.51,223.3333,1999.449,3680
-8.673,-0.51,223.4905,1999.491,3681
-9.184,-0.51,223.6488,1999.483,3682
-9.694,-0.51,223.9043,1999.524,3683
-10.204,-0.51,223.9963,1999.541,3684
-10.714,-0.51,224.1277,1999.575,3685
-11.224,-0.51,224.4191,1999.611,3686
-11.735,-0.51,224.5839,1999.617,3687
-12.245,-0.51,224.752,1999.662,3688
-12.755,-0.51,224.8304,1999.642,3689
-13.265,-0.51,224.9748,1999.685,3690
-13.776,-0.51,225.1973,1999.674,3691
-14.286,-0.51,225.2924,1999.71,3692
-14.796,-0.51,225.319,1999.701,3693
-15.306,-0.51,225.2645,1999.709,3694
-15.816,-0.51,225.3612,1999.716,3695
-16.327,-0.51,225.4663,1999.709,3696
-16.837,-0.51,225.3217,1999.695,3697
-17.347,-0.51,225.2587,1999.7,3698
-17.857,-0.51,225.1375,1999.69,3699
-18.367,-0.51,225.1535,1999.691,3700
-18.878,-0.51,225.0813,1999.67,3701
-19.388,-0.51,224.9602,1999.64,3702
-19.898,-0.51,224.9167,1999.661,3703
-20.408,-0.51,224.8562,1999.662,3704
-20.918,-0.51,224.9238,1999.65,3705
-21.429,-0.51,224.8062,1999.649,3706
-21.939,-0.51,224.7489,1999.641,3707
-22.449,-0.51,224.6854,1999.622,3708
-22.959,-0.51,224.6481,1999.618,3709
-23.469,-0.51,224.5217,1999.607,3710
-23.98,-0.51,224.4964,1999.582,3711
-24.49,-0.51,224.4229,1999.627,3712
-25,0,224.4047,1999.597,3713
-24.49,0,224.3734,1999.646,3714
-23.98,0,224.3364,1999.616,3715
-23.469,0,224.4287,1999.638,3716
-22.959,0,224.5072,1999.575,3717
-22.449,0,224.6106,1999.607,3718
-21.939,0,224.694,1999.622,3719
-21.429,0,224.7183,1999.615,3720
-20.918,0,224.7973,1999.635,3721
-20.408,0,224.8804,1999.636,3722
-19.898,0,224.9889,1999.646,3723
-19.388,0,225.0802,1999.643,3724
-18.878,0,225.3519,1999.701,3725
-18.367,0,225.2827,1999.697,3726
-17.857,0,225.2209,1999.694,3727
-17.347,0,225.3255,1999.708,3728
-16.837,0,225.4358,1999.696,3729
-16.327,0,225.5699,1999.73,3730
-15.816,0,225.5802,1999.746,3731
-15.306,0,225.6147,1999.749,3732
-14.796,0,225.6151,1999.732,3733
-14.286,0,225.5017,1999.733,3734
-13.776,0,225.2885,1999.686,3735
-13.265,0,225.0457,1999.657,3736
-12.755,0,224.9595,1999.652,3737
-12.245,0,224.8867,1999.651,3738
-11.735,0,224.662,1999.591,3739
-11.224,0,224.4664,1999.604,3740
-10.714,0,224.2859,1999.597,3741
-10.204,0,224.1626,1999.549,3742
-9.694,0,223.9897,1999.545,3743
-9.184,0,223.735,1999.522,3744
-8.673,0,223.4605,1999.476,3745
-8.163,0,223.393,1999.426,3746
-7.653,0,223.3494,1999.409,3747
-7.143,0,223.4037,1999.441,3748
-6.633,0,223.3171,1999.426,3749
-6.122,0,223.3312,1999.409,3750
-5.612,0,223.3694,1999.4,3751
-5.102,0,223.534,1999.459,3752
-4.592,0,223.6269,1999.473,3753
-4.082,0,223.7029,1999.474,3754
-3.571,0,223.9107,1999.487,3755
-3.061,0,224.0962,1999.526,3756
-2.551,0,224.1407,1999.546,3757
-2.041,0,224.1645,1999.556,3758
-1.531,0,224.1697,1999.559,3759
-1.02,0,224.1366,1999.525,3760
-0.51,0,224.1353,1999.523,3761
0,0,224.2166,1999.541,3762
0.51,0,224.1176,1999.542,3763
1.02,0,224.0247,1999.521,3764
1.531,0,223.927,1999.468,3765
2.041,0,223.9005,1999.474,3766
2.551,0,223.9091,1999.473,3767
3.061,0,223.8737,1999.473,3768
3.571,0,223.6832,1999.464,3769
4.082,0,223.5939,1999.413,3770
4.592,0,223.4972,1999.407,3771
5.102,0,223.4844,1999.424,3772
5.612,0,223.4249,1999.392,3773
6.122,0,223.2891,1999.365,3774
6.633,0,223.1323,1999.37,3775
7.143,0,222.9669,1999.326,3776
7.653,0,222.8172,1999.302,3777
8.163,0,222.6301,1999.286,3778
8.673,0,222.5704,1999.26,3779
9.184,0,222.435,1999.243,3780
9.694,0,222.095,1999.19,3781
10.204,0,221.9021,1999.122,3782
10.714,0,221.7651,1999.125,3783
11.224,0,221.6276,1999.118,3784
11.735,0,221.517,1999.097,3785
12.245,0,221.3425,1999.068,3786
12.755,0,221.3373,1999.063,3787
13.265,0,221.3653,1999.083,3788
13.776,0,221.4406,1999.063,3789
14.286,0,221.5468,1999.07,3790
14.796,0,221.6781,1999.074,3791
15.306,0,222.0332,1999.114,3792
15.816,0,222.1702,1999.144,3793
16.327,0,222.6059,1999.212,3794
16.837,0,222.7777,1999.261,3795
17.347,0,222.9944,1999.281,3796
17.857,0,223.2559,1999.329,3797
18.367,0,223.3748,1999.356,3798
18.878,0,223.2767,1999.34,3799
19.388,0,223.3164,1999.34,3800
19.898,0,223.3917,1999.379,3801
20.408,0,223.372,1999.329,3802
20.918,0,223.4444,1999.358,3803
21.429,0,223.2097,1999.329,3804
21.939,0,223.2622,1999.33,3805
22.449,0,223.2241,1999.305,3806
22.959,0,223.3079,1999.312,3807
23.469,0,223.3153,1999.323,3808
23.98,0,223.3144,1999.335,3809
24.49,0,223.3593,1999.337,3810
25,0,223.5134,1999.333,3811
24.49,0.51,223.3934,1999.322,3812
23.98,0.51,223.3235,1999.293,3813
23.469,0.51,223.3469,1999.289,3814
22.959,0.51,223.2325,1999.295,3815
22.449,0.51,223.1263,1999.281,3816
21.939,0.51,223.0836,1999.278,3817
21.429,0.51,223.1119,1999.278,3818
20.918,0.51,223.1706,1999.33,3819
20.408,0.51,223.1412,1999.322,3820
19.898,0.51,223.1592,1999.292,3821
19.388,0.51,223.2893,1999.322,3822
18.878,0.51,223.3394,1999.33,3823
18.367,0.51,223.3006,1999.332,3824
17.857,0.51,223.1975,1999.299,3825
17.347,0.51,222.9358,1999.246,3826
16.837,0.51,222.8013,1999.26,3827
16.327,0.51,222.4643,1999.194,3828
15.816,0.51,222.223,1999.153,3829
15.306,0.51,222.0252,1999.109,3830
14.796,0.51,221.7781,1999.087,3831
14.286,0.51,221.6612,1999.08,3832
13.776,0.51,221.6116,1999.093,3833
13.265,0.51,221.5168,1999.078,3834
12.755,0.51,221.5065,1999.054,3835
12.245,0.51,221.5992,1999.102,3836
11.735,0.51,221.6839,1999.11,3837
11.224,0.51,221.9054,1999.108,3838
10.714,0.51,222.0612,1999.152,3839
10.204,0.51,222.0806,1999.16,3840
9.694,0.51,222.2254,1999.171,3841
9.184,0.51,222.5878,1999.287,3842
8.673,0.51,222.7585,1999.284,3843
8.163,0.51,222.87,1999.305,3844
7.653,0.51,222.9571,1999.343,3845
7.143,0.51,223.0681,1999.315,3846
6.633,0.51,223.2459,1999.371,3847
6.122,0.51,223.3625,1999.405,3848
5.612,0.51,223.4713,1999.414,3849
5.102,0.51,223.4888,1999.404,3850
4.592,0.51,223.5517,1999.439,3851
4.082,0.51,223.6311,1999.419,3852
3.571,0.51,223.8162,1999.489,3853
3.061,0.51,224.0069,1999.499,3854
2.551,0.51,223.9561,1999.478,3855
2.041,0.51,223.9835,1999.501,3856
1.531,0.51,223.9921,1999.497,3857
1.02,0.51,224.012,1999.518,3858
0.51,0.51,224.1508,1999.502,3859
0,0.51,224.2827,1999.554,3860
-0.51,0.51,224.1227,1999.494,3861
-1.02,0.51,224.1694,1999.534,3862
-1.531,0.51,224.1625,1999.552,3863
-2.041,0.51,224.138,1999.539,3864
-2.551,0.51,224.0456,1999.513,3865
-3.061,0.51,224.0102,1999.516,3866
-3.571,0.51,223.867,1999.482,3867
-4.082,0.51,223.6924,1999.476,3868
-4.592,0.51,223.5174,1999.417,3869
-5.102,0.51,223.4676,1999.418,3870
-5.612,0.51,223.4094,1999.401,3871
-6.122,0.51,223.3527,1999.435,3872
-6.633,0.51,223.4021,1999.432,3873
-7.143,0.51,223.5803,1999.457,3874
-7.653,0.51,223.5391,1999.433,3875
-8.163,0.51,223.4559,1999.435,3876
-8.673,0.51,223.5301,1999.451,3877
-9.184,0.51,223.7641,1999.485,3878
-9.694,0.51,224.1516,1999.551,3879
-10.204,0.51,224.3672,1999.592,3880
-10.714,0.51,224.4788,1999.552,3881
-11.224,0.51,224.6285,1999.576,3882
-11.735,0.51,224.8317,1999.614,3883
-12.245,0.51,225.0397,1999.625,3884
-12.755,0.51,225.1138,1999.654,3885
-13.265,0.51,225.1952,1999.677,3886
-13.776,0.51,225.3502,1999.712,3887
-14.286,0.51,225.5434,1999.717,3888
-14.796,0.51,225.6447,1999.739,3889
-15.306,0.51,225.7783,1999.765,3890
-15.816,0.51,225.7358,1999.744,3891
-16.327,0.51,225.7103,1999.723,3892
-16.837,0.51,225.5726,1999.704,3893
-17.347,0.51,225.417,1999.674,3894
-17.857,0.51,225.3134,1999.69,3895
-18.367,0.51,225.3363,1999.69,3896
-18.878,0.51,225.3679,1999.708,3897
-19.388,0.51,225.2134,1999.687,3898
-19.898,0.51,225.0237,1999.653,3899
-20.408,0.51,224.921,1999.623,3900
-20.918,0.51,224.8195,1999.64,3901
-21.429,0.51,224.7445,1999.648,3902
-21.939,0.51,224.5963,1999.596,3903
-22.449,0.51,224.4868,1999.584,3904
-22.959,0.51,224.4194,1999.587,3905
-23.469,0.51,224.3064,1999.585,3906
-23.98,0.51,224.2346,1999.608,3907
-24.49,0.51,224.2249,1999.615,3908
-24.49,1.02,224.2582,1999.592,3909
-23.98,1.02,224.2126,1999.591,3910
-23.469,1.02,224.2611,1999.595,3911
-22.959,1.02,224.3591,1999.602,3912
-22.449,1.02,224.3881,1999.623,3913
-21.939,1.02,224.4675,1999.577,3914
-21.429,1.02,224.6532,1999.6,3915
-20.918,1.02,224.8085,1999.613,3916
-20.408,1.02,224.896,1999.634,3917
-19.898,1.02,225.0597,1999.647,3918
-19.388,1.02,225.2667,1999.658,3919
-18.878,1.02,225.2653,1999.676,3920
-18.367,1.02,225.3161,1999.701,3921
-17.857,1.02,225.4435,1999.696,3922
-17.347,1.02,225.5662,1999.694,3923
-16.837,1.02,225.7345,1999.747,3924
-16.327,1.02,225.7286,1999.726,3925
-15.816,1.02,225.7278,1999.736,3926
-15.306,1.02,225.8687,1999.744,3927
-14.796,1.02,225.7569,1999.739,3928
-14.286,1.02,225.6044,1999.688,3929
-13.776,1.02,225.414,1999.696,3930
-13.265,1.02,225.3692,1999.683,3931
-12.755,1.02,225.2164,1999.676,3932
-12.245,1.02,225.076,1999.63,3933
-11.735,1.02,224.8963,1999.625,3934
-11.224,1.02,224.6245,1999.574,3935
-10.714,1.02,224.5265,1999.557,3936
-10.204,1.02,224.424,1999.584,3937
-9.694,1.02,224.2461,1999.571,3938
-9.184,1.02,223.917,1999.506,3939
-8.673,1.02,223.693,1999.468,3940
-8.163,1.02,223.6923,1999.448,3941
-7.653,1.02,223.7215,1999.457,3942
-7.143,1.02,223.6371,1999.448,3943
-6.633,1.02,223.508,1999.426,3944
-6.122,1.02,223.4588,1999.405,3945
-5.612,1.02,223.4617,1999.409,3946
-5.102,1.02,223.5418,1999.432,3947
-4.592,1.02,223.5661,1999.429,3948
-4.082,1.02,223.6931,1999.442,3949
-3.571,1.02,223.792,1999.439,3950
-3.061,1.02,223.9023,1999.456,3951
-2.551,1.02,224.1175,1999.504,3952
-2.041,1.02,224.1443,1999.491,3953
-1.531,1.02,224.1605,1999.521,3954
-1.02,1.02,224.226,1999.512,3955
-0.51,1.02,224.1141,1999.495,3956
0,1.02,224.1952,1999.502,3957
0.51,1.02,224.2671,1999.526,3958
1.02,1.02,224.1365,1999.498,3959
1.531,1.02,224.066,1999.484,3960
2.041,1.02,223.9842,1999.491,3961
2.551,1.02,223.9339,1999.45,3962
3.061,1.02,224.0289,1999.487,3963
3.571,1.02,223.8475,1999.455,3964
4.082,1.02,223.597,1999.412,3965
4.592,1.02,223.5618,1999.38,3966
5.102,1.02,223.5829,1999.392,3967
5.612,1.02,223.5482,1999.396,3968
6.122,1.02,223.4731,1999.382,3969
6.633,1.02,223.3761,1999.367,3970
7.143,1.02,223.177,1999.336,3971
7.653,1.02,223.0264,1999.285,3972
8.163,1.02,222.9335,1999.263,3973
8.673,1.02,222.8291,1999.257,3974
9.184,1.02,222.6041,1999.255,3975
9.694,1.02,222.3432,1999.221,3976
10.204,1.02,222.2455,1999.121,3977
10.714,1.02,222.2426,1999.132,3978
11.224,1.02,221.9662,1999.11,3979
11.735,1.02,221.8289,1999.092,3980
12.245,1.02,221.8084,1999.088,3981
12.755,1.02,221.6848,1999.067,3982
13.265,1.02,221.7011,1999.063,3983
13.776,1.02,221.7389,1999.053,3984
14.286,1.02,221.7845,1999.068,3985
14.796,1.02,221.8807,1999.078,3986
15.306,1.02,222.1647,1999.102,3987
15.816,1.02,222.4194,1999.192,3988
16.327,1.02,222.4428,1999.186,3989
16.837,1.02,222.7444,1999.256,3990
17.347,1.02,222.7955,1999.2,3991
17.857,1.02,223.0124,1999.263,3992
18.367,1.02,223.125,1999.271,3993
18.878,1.02,223.2254,1999.302,3994
19.388,1.02,223.2372,1999.308,3995
19.898,1.02,223.1044,1999.259,3996
20.408,1.02,223.0099,1999.265,3997
20.918,1.02,223.1283,1999.261,3998
21.429,1.02,223.1127,1999.267,3999
21.939,1.02,222.9792,1999.272,4000
22.449,1.02,222.9299,1999.254,4001
22.959,1.02,223.058,1999.265,4002
23.469,1.02,223.2038,1999.282,4003
23.98,1.02,223.2989,1999.269,4004
24.49,1.02,223.4389,1999.275,4005
24.49,1.531,223.4845,1999.263,4006
23.98,1.531,223.2143,1999.256,4007
23.469,1.531,223.114,1999.238,4008
22.959,1.531,222.9707,1999.235,4009
22.449,1.531,222.8865,1999.232,4010
21.939,1.531,222.9255,1999.245,4011
21.429,1.531,222.9285,1999.216,4012
20.918,1.531,222.9158,1999.225,4013
20.408,1.531,222.9677,1999.226,4014
19.898,1.531,223.0829,1999.264,4015
19.388,1.531,223.1111,1999.274,4016
18.878,1.531,223.0966,1999.25,4017
18.367,1.531,222.9578,1999.249,4018
17.857,1.531,222.8555,1999.206,4019
17.347,1.531,222.7779,1999.231,4020
16.837,1.531,222.6914,1999.201,4021
16.327,1.531,222.4673,1999.147,4022
15.816,1.531,222.4579,1999.178,4023
15.306,1.531,222.255,1999.114,4024
14.796,1.531,221.9871,1999.067,4025
14.286,1.531,221.8991,1999.085,4026
13.776,1.531,221.9238,1999.082,4027
13.265,1.531,221.9522,1999.077,4028
12.755,1.531,221.8773,1999.061,4029
12.245,1.531,221.9417,1999.09,4030
11.735,1.531,221.9395,1999.09,4031
11.224,1.531,222.0568,1999.115,4032
10.714,1.531,222.4177,1999.198,4033
10.204,1.531,222.5193,1999.206,4034
9.694,1.531,222.477,1999.186,4035
9.184,1.531,222.694,1999.259,4036
8.673,1.531,222.9337,1999.262,4037
8.163,1.531,222.979,1999.297,4038
7.653,1.531,223.0868,1999.29,4039
7.143,1.531,223.3028,1999.328,4040
6.633,1.531,223.5565,1999.4,4041
6.122,1.531,223.5711,1999.383,4042
5.612,1.531,223.7444,1999.427,4043
5.102,1.531,223.72,1999.397,4044
4.592,1.531,223.8142,1999.424,4045
4.082,1.531,223.8139,1999.411,4046
3.571,1.531,223.9362,1999.414,4047
3.061,1.531,224.0004,1999.465,4048
2.551,1.531,223.9502,1999.429,4049
2.041,1.531,223.9867,1999.458,4050
1.531,1.531,224.0542,1999.463,4051
1.02,1.531,224.2663,1999.511,4052
0.51,1.531,224.271,1999.516,4053
0,1.531,224.2467,1999.495,4054
-0.51,1.531,224.2183,1999.523,4055
-1.02,1.531,224.2257,1999.519,4056
-1.531,1.531,224.1595,1999.496,4057
-2.041,1.531,224.1454,1999.477,4058
-2.551,1.531,224.1081,1999.475,4059
-3.061,1.531,223.9324,1999.454,4060
-3.571,1.531,223.8109,1999.442,4061
-4.082,1.531,223.8001,1999.454,4062
-4.592,1.531,223.7423,1999.445,4063
-5.102,1.531,223.6212,1999.423,4064
-5.612,1.531,223.5776,1999.413,4065
-6.122,1.531,223.5779,1999.411,4066
-6.633,1.531,223.6277,1999.401,4067
-7.143,1.531,223.5888,1999.433,4068
-7.653,1.531,223.6745,1999.435,4069
-8.163,1.531,223.7918,1999.475,4070
-8.673,1.531,223.8475,1999.478,4071
-9.184,1.531,224.0803,1999.523,4072
-9.694,1.531,224.2298,1999.53,4073
-10.204,1.531,224.4257,1999.55,4074
-10.714,1.531,224.5345,1999.548,4075
-11.224,1.531,224.6627,1999.563,4076
-11.735,1.531,224.9288,1999.625,4077
-12.245,1.531,225.1481,1999.652,4078
-12.755,1.531,225.3468,1999.639,4079
-13.265,1.531,225.4902,1999.678,4080
-13.776,1.531,225.5698,1999.69,4081
-14.286,1.531,225.741,1999.722,4082
-14.796,1.531,225.7367,1999.707,4083
-15.306,1.531,225.7779,1999.702,4084
-15.816,1.531,225.6009,1999.672,4085
-16.327,1.531,225.6365,1999.701,4086
-16.837,1.531,225.7783,1999.721,4087
-17.347,1.531,225.7747,1999.705,4088
-17.857,1.531,225.5947,1999.697,4089
-18.367,1.531,225.3758,1999.67,4090
-18.878,1.531,225.1498,1999.647,4091
-19.388,1.531,225.1171,1999.643,4092
-19.898,1.531,225.0312,1999.631,4093
-20.408,1.531,224.7753,1999.583,4094
-20.918,1.531,224.5866,1999.572,4095
-21.429,1.531,224.5197,1999.54,4096
-21.939,1.531,224.4567,1999.604,4097
-22.449,1.531,224.4041,1999.615,4098
