%<X-coord>,<Y-coord>,<Polarization>,<wavelength>,<type>,<deviceID>,<comment>
14816.682,3955.428,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_812,no commment
14763.64,4315.87,TE,1550,badLabel,badlabel_opt_in_TE_1550_PCM_PCM_SpiralWG9429TE_813,no commment
15467.692,4087.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_814,no commment
15467.692,4387.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_815,no commment
14817.75,4432.11,TE,1550,badLabel,badlabel_opt_in_TE_1550_PCM_PCM_SpiralWG0TE_816,no commment
14816.682,3655.428,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_817,no commment
15467.692,3487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_818,no commment
15467.692,3787.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_819,no commment
15116.682,3655.428,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_820,no commment
16067.692,3487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_821,no commment
16067.692,3787.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_822,no commment
15767.692,3487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_823,no commment
15767.692,3787.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_824,no commment
16367.692,3487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_825,no commment
16367.692,3787.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_826,no commment
16367.692,3187.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_827,no commment
16067.692,3187.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_828,no commment
15767.692,3187.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_829,no commment
14816.682,3355.428,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_830,no commment
15467.692,3187.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_831,no commment
14816.682,3055.428,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_832,no commment
15116.682,3055.428,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_833,no commment
15116.682,3355.428,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_834,no commment
15467.692,2587.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_835,no commment
15467.692,2887.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_836,no commment
15116.682,2455.428,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_837,no commment
15116.682,2755.428,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_838,no commment
14816.682,2455.428,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_839,no commment
14816.682,2755.428,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_840,no commment
16367.692,2587.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_841,no commment
16067.692,2587.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_842,no commment
16367.692,2887.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_843,no commment
15767.692,2587.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_844,no commment
16067.692,2887.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_845,no commment
15767.692,2887.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_846,no commment
17867.692,3187.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_847,no commment
18167.692,3187.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_848,no commment
17567.692,3187.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_849,no commment
17267.692,3187.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_850,no commment
16967.692,3187.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_851,no commment
16667.692,3187.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_852,no commment
16967.692,2887.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_853,no commment
17267.692,2887.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_854,no commment
16667.692,2887.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_855,no commment
16667.692,2587.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_856,no commment
17267.692,2587.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_857,no commment
16967.692,2587.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_858,no commment
17567.692,2887.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_859,no commment
18167.692,2887.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_860,no commment
17867.692,2587.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_861,no commment
17867.692,2887.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_862,no commment
17567.692,2587.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_863,no commment
18167.692,2587.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_864,no commment
18167.692,1987.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_865,no commment
18167.692,2287.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_866,no commment
17567.692,1987.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_867,no commment
17567.692,2287.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_868,no commment
17867.692,1987.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_869,no commment
17867.692,2287.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_870,no commment
16667.692,1987.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_871,no commment
16667.692,2287.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_872,no commment
16967.692,1987.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_873,no commment
16967.692,2287.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_874,no commment
17267.692,1987.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_875,no commment
17267.692,2287.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_876,no commment
17267.692,1387.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_877,no commment
16667.692,1687.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_878,no commment
17267.692,1687.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_879,no commment
16667.692,1387.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_880,no commment
16967.692,1387.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_881,no commment
16967.692,1687.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_882,no commment
17567.692,1387.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_883,no commment
17567.692,1687.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_884,no commment
18167.692,1387.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_885,no commment
18167.692,1687.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_886,no commment
17867.692,1387.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_887,no commment
17867.692,1687.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_888,no commment
16067.692,1987.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_889,no commment
16067.692,2287.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_890,no commment
16367.692,1987.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_891,no commment
16367.692,2287.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_892,no commment
15767.692,1987.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_893,no commment
15767.692,2287.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_894,no commment
15467.692,2287.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_895,no commment
14816.682,2155.428,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_896,no commment
15116.682,2155.428,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_897,no commment
15467.692,1987.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_898,no commment
14816.682,1555.428,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_899,no commment
15467.692,1387.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_900,no commment
15467.692,1687.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_901,no commment
15116.682,1555.428,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_902,no commment
15116.682,1855.428,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_903,no commment
14816.682,1855.428,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_904,no commment
16067.692,1687.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_905,no commment
16067.692,1387.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_906,no commment
16367.692,1387.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_907,no commment
16367.692,1687.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_908,no commment
15767.692,1387.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_909,no commment
15767.692,1687.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_910,no commment
16367.692,1087.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_911,no commment
16067.692,1087.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_912,no commment
15767.692,1087.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_913,no commment
15116.682,1255.428,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_914,no commment
15467.692,1087.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_915,no commment
14816.682,1255.428,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_916,no commment
15147.339,953.4,TE,1550,badLabel,badlabel_opt_in_TE_1550_device_jaspreet_calibration_917,no commment
15013.664,953.394,TE,1550,badLabel,badlabel_opt_in_TE_1550_device_jaspreet_calibration_918,no commment
14885.14,953.401,TE,1550,badLabel,badlabel_opt_in_TE_1550_device_jaspreet_calibration_919,no commment
14768.55,953.401,TE,1550,badLabel,badlabel_opt_in_TE_1550_device_jaspreet_calibration_920,no commment
14763.64,515.87,TE,1550,badLabel,badlabel_opt_in_TE_1550_PCM_PCM_SpiralWG9429TE_921,no commment
14977.56,774.73,TE,1550,badLabel,badlabel_opt_in_TE_1550_PCM_PCM_SpiralWG20613TE_922,no commment
14742.42,774.67,TE,1550,badLabel,badlabel_opt_in_TE_1550_PCM_PCM_SpiralWG5733TE_923,no commment
15467.692,487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_924,no commment
15467.692,787.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_925,no commment
14817.75,632.11,TE,1550,badLabel,badlabel_opt_in_TE_1550_PCM_PCM_SpiralWG0TE_926,no commment
15767.692,787.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_927,no commment
16367.692,787.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_928,no commment
15767.692,487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_929,no commment
16067.692,787.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_930,no commment
16367.692,487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_931,no commment
16067.692,487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_932,no commment
17567.692,1087.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_933,no commment
17867.692,1087.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_934,no commment
18167.692,1087.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_935,no commment
16967.692,1087.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_936,no commment
17267.692,1087.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_937,no commment
16667.692,1087.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_938,no commment
16667.692,487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_939,no commment
17267.692,787.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_940,no commment
16667.692,787.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_941,no commment
17267.692,487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_942,no commment
16967.692,487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_943,no commment
16967.692,787.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_944,no commment
18167.692,787.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_945,no commment
17567.692,487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_946,no commment
18167.692,487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_947,no commment
17867.692,487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_948,no commment
17567.692,787.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_949,no commment
17867.692,787.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_950,no commment
21167.692,1987.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_951,no commment
21167.692,2287.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_952,no commment
21467.692,1987.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_953,no commment
21467.692,2287.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_954,no commment
21767.692,1987.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_955,no commment
21767.692,2287.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_956,no commment
20267.692,1987.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_957,no commment
20267.692,2287.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_958,no commment
20567.692,1987.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_959,no commment
20567.692,2287.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_960,no commment
20867.692,1987.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_961,no commment
20867.692,2287.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_962,no commment
20867.692,1387.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_963,no commment
20867.692,1687.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_964,no commment
20567.692,1387.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_965,no commment
20567.692,1687.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_966,no commment
20267.692,1387.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_967,no commment
20267.692,1687.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_968,no commment
21467.692,1687.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_969,no commment
21167.692,1387.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_970,no commment
21767.692,1387.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_971,no commment
21767.692,1687.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_972,no commment
21167.692,1687.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_973,no commment
21467.692,1387.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_974,no commment
19967.692,1987.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_975,no commment
19967.692,2287.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_976,no commment
19667.692,1987.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_977,no commment
19667.692,2287.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_978,no commment
19367.692,1987.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_979,no commment
19367.692,2287.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_980,no commment
18467.692,2287.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_981,no commment
19067.692,1987.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_982,no commment
19067.692,2287.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_983,no commment
18767.692,1987.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_984,no commment
18767.692,2287.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_985,no commment
18467.692,1987.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_986,no commment
18767.692,1387.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_987,no commment
19067.692,1387.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_988,no commment
19067.692,1687.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_989,no commment
18467.692,1387.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_990,no commment
18467.692,1687.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_991,no commment
18767.692,1687.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_992,no commment
19967.692,1687.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_993,no commment
19667.692,1387.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_994,no commment
19667.692,1687.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_995,no commment
19967.692,1387.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_996,no commment
19367.692,1387.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_997,no commment
19367.692,1687.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_998,no commment
19967.692,1087.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_999,no commment
19367.692,1087.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1000,no commment
19667.692,1087.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1001,no commment
19067.692,1087.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1002,no commment
18467.692,1087.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1003,no commment
18767.692,1087.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1004,no commment
19067.692,787.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1005,no commment
18467.692,487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1006,no commment
18767.692,487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1007,no commment
18767.692,787.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1008,no commment
18467.692,787.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1009,no commment
19067.692,487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1010,no commment
19367.692,787.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1011,no commment
19367.692,487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1012,no commment
19967.692,787.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1013,no commment
19667.692,787.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1014,no commment
19967.692,487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1015,no commment
19667.692,487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1016,no commment
21467.692,1087.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1017,no commment
21767.692,1087.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1018,no commment
21167.692,1087.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1019,no commment
20267.692,1087.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1020,no commment
20567.692,1087.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1021,no commment
20867.692,1087.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1022,no commment
20567.692,787.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1023,no commment
20267.692,787.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1024,no commment
20867.692,787.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1025,no commment
20867.692,487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1026,no commment
20567.692,487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1027,no commment
20267.692,487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1028,no commment
21467.692,487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1029,no commment
21767.692,487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1030,no commment
21167.692,487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1031,no commment
21167.692,787.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1032,no commment
21767.692,787.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1033,no commment
21467.692,787.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1034,no commment
28763.64,4315.87,TE,1550,badLabel,badlabel_opt_in_TE_1550_PCM_PCM_SpiralWG9429TE_1035,no commment
28817.75,4432.11,TE,1550,badLabel,badlabel_opt_in_TE_1550_PCM_PCM_SpiralWG0TE_1036,no commment
28367.692,4087.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1037,no commment
28367.692,4387.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1038,no commment
28652.012,3955.428,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1039,no commment
28952.012,3955.428,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1040,no commment
29252.012,3955.428,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1041,no commment
28067.692,4087.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1042,no commment
28067.692,4387.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1043,no commment
27467.692,4087.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1044,no commment
27467.692,4387.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1045,no commment
27767.692,4087.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1046,no commment
27767.692,4387.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1047,no commment
27467.692,3487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1048,no commment
28067.692,3487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1049,no commment
28067.692,3787.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1050,no commment
27467.692,3787.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1051,no commment
27767.692,3487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1052,no commment
27767.692,3787.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1053,no commment
28367.692,3787.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1054,no commment
28367.692,3487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1055,no commment
28652.012,3655.428,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1056,no commment
28952.012,3655.428,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1057,no commment
29252.012,3655.428,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1058,no commment
26567.692,4087.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1059,no commment
26567.692,4387.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1060,no commment
26867.692,4087.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1061,no commment
26867.692,4387.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1062,no commment
27167.692,4087.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1063,no commment
27167.692,4387.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1064,no commment
25967.692,4087.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1065,no commment
25967.692,4387.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1066,no commment
26267.692,4087.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1067,no commment
26267.692,4387.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1068,no commment
25667.692,4087.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1069,no commment
25667.692,4387.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1070,no commment
26267.692,3787.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1071,no commment
25667.692,3487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1072,no commment
25667.692,3787.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1073,no commment
25967.692,3487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1074,no commment
25967.692,3787.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1075,no commment
26267.692,3487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1076,no commment
27167.692,3787.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1077,no commment
26567.692,3487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1078,no commment
26867.692,3487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1079,no commment
26867.692,3787.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1080,no commment
26567.692,3787.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1081,no commment
27167.692,3487.528,TE,1550,badLabel,badlabel_opt_in_TE_1550_variabilitymrr_1082,no commment
